,player,last,01-05-20,01-12-20,01-19-20,01-26-20,02-02-20,02-09-20,02-16-20,02-22-20,02-23-20,03-01-20,03-08-20,06-14-20,06-21-20,06-28-20,07-05-20,07-12-20,07-19-20,07-25-20,08-09-20,08-16-20,08-23-20,08-30-20,09-07-20,09-13-20,09-20-20,09-27-20,10-04-20,10-11-20,10-18-20,10-25-20,11-01-20,11-08-20,11-15-20,11-22-20,12-06-20,01-10-21,01-17-21,01-24-21,01-30-21,02-07-21,02-14-21,02-21-21,02-27-21,02-28-21,03-07-21,03-14-21,03-21-21,03-28-21,04-04-21,04-11-21,04-18-21,05-02-21,05-09-21,05-16-21,Unnamed: 0,05-23-21,05-30-21
235,Dustin Johnson,Johnson,77.0,,,,,78.0,91.0,,33.0,,,0.0,79.0,100.0,,,0.0,0.0,99.0,,100.0,100.0,93.0,,92.0,,,,,,,99.0,100.0,,,73.0,,,,,,92.0,,22.0,,67.0,,,,0.0,89.0,67.0,,,84.0,0.0,
236,Zach Johnson,Johnson,,79.0,0.0,,0.0,,,,,53.0,55.0,37.0,0.0,85.0,,55.0,23.0,,0.0,92.0,31.0,,,,89.0,,67.0,73.0,,,,28.0,17.0,92.0,,,56.0,14.0,,65.0,,,,,57.0,71.0,93.0,,0.0,0.0,0.0,78.0,66.0,,105.0,0.0,71.0
237,Richard Johnson,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,60.0,,,,,,,,,
238,Kamaiu Johnson,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,
239,Richard S. Johnson,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Matt Jones,Jones,,71.0,,52.0,0.0,96.0,0.0,,,65.0,33.0,45.0,32.0,0.0,0.0,81.0,,,0.0,53.0,3.0,,,,0.0,82.0,0.0,23.0,,,96.0,9.0,,34.0,,,92.0,72.0,68.0,75.0,77.0,92.0,,,0.0,63.0,99.0,,,67.0,,,74.0,,32.0,78.0,0.0
241,Steve Jones,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
242,Takumi Kanaya,Kanaya,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,48.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,142.0,0.0,
243,Sung Kang,Kang,26.0,0.0,,88.0,60.0,0.0,97.0,,2.0,,88.0,0.0,0.0,34.0,,0.0,3.0,,1.0,0.0,0.0,,,,0.0,,0.0,36.0,4.0,,,0.0,53.0,0.0,49.0,,0.0,0.0,,0.0,59.0,44.0,,,0.0,0.0,0.0,,56.0,,51.0,0.0,0.0,67.0,176.0,,48.0
244,Michael Kartrude,Kartrude,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Smylie Kaufman,Kaufman,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
246,Evan Kawai,Kawai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
247,Jonathan Kaye,Kaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
248,Martin Kaymer,Kaymer,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,106.0,0.0,
249,Jerry Kelly,Kelly,,66.0,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,49.0,,,0.0,,,,,,0.0,,,,,,,,,,,
250,Brad Kennedy,Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
251,J.J. Killeen,Killeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
252,Si Woo Kim,Kim,,,0.0,,0.0,0.0,67.0,,,0.0,0.0,0.0,0.0,85.0,20.0,6.0,77.0,34.0,85.0,97.0,46.0,,,41.0,0.0,,45.0,89.0,79.0,,,0.0,45.0,,,,81.0,100.0,0.0,61.0,0.0,0.0,,,0.0,92.0,,,82.0,84.0,73.0,,,63.0,97.0,0.0,0.0
253,Michael Kim,Kim,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,54.0,0.0,64.0,54.0,0.0,,44.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,57.0,,,
254,Joohyung Kim,Kim,,,,,,,,,,,,,,,,,,,0.0,,,,,10.0,,57.0,,,18.0,,,,,,,,,0.0,,,,,86.0,,,,,,,,,,,,,,
255,Chan Kim,Kim,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,23.0,,,,,,,,,,,,,,51.0,,,,,,,,,,,22.0,83.0,
256,Hanbyeol Kim,Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Seonghyeon Kim,Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Marcus Kinhult,Kinhult,,,,,,,,,4.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Ryosuke Kinoshita,Kinoshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,
260,Chris Kirk,Kirk,,0.0,,,0.0,0.0,,,,0.0,,12.0,,,71.0,0.0,,41.0,,35.0,,,,,,0.0,21.0,,,,,37.0,,74.0,37.0,,98.0,79.0,,0.0,88.0,,,,93.0,67.0,81.0,,95.0,,94.0,0.0,,,107.0,0.0,42.0
261,Kevin Kisner,Kisner,57.0,96.0,0.0,,,72.0,,,73.0,,0.0,58.0,0.0,0.0,97.0,,0.0,,77.0,97.0,96.0,65.0,30.0,,0.0,,,,43.0,83.0,,,0.0,100.0,,39.0,75.0,,,,,,,43.0,68.0,0.0,,,,0.0,0.0,0.0,,,119.0,0.0,65.0
262,Kurt Kitayama,Kitayama,,,,,,86.0,,,24.0,65.0,,,,,0.0,,,,37.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,0.0,
263,Patton Kizzire,Kizzire,,0.0,0.0,0.0,53.0,,,,,53.0,,0.0,0.0,93.0,0.0,0.0,,34.0,,35.0,,,,0.0,,46.0,12.0,65.0,,,,85.0,,86.0,56.0,,94.0,27.0,,61.0,73.0,,,,52.0,75.0,0.0,,93.0,,0.0,61.0,60.0,97.0,155.0,,96.0
264,Jake Kneen,Kneen,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Alex Knoll,Knoll,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Colt Knost,Knost,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Jim Knous,Knous,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,
268,Russell Knox,Knox,,76.0,75.0,84.0,85.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.0,,,,89.0,,,0.0,0.0,,,78.0,79.0,,0.0,69.0,,0.0,79.0,0.0,59.0,94.0,0.0,,,43.0,56.0,0.0,,0.0,,0.0,84.0,86.0,73.0,190.0,,0.0
269,Satoshi Kodaira,Kodaira,,54.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,56.0,,46.0,,0.0,45.0,,59.0,0.0,0.0,52.0,0.0,,62.0,,,,72.0,0.0,0.0,,0.0,0.0,92.0,91.0,,,
270,Brooks Koepka,Koepka,,,,,,,63.0,,,0.0,33.0,54.0,92.0,,,0.0,18.0,0.0,65.0,0.0,,,,,,,,,65.0,,,94.0,90.0,,0.0,,,0.0,0.0,99.0,,67.0,,96.0,,,,,,0.0,,,,0.0,1.0,98.0,
271,Chase Koepka,Koepka,,,,,,,,,,,,,,,,0.0,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,58.0,,,,,
272,Jason Kokrak,Kokrak,,,0.0,84.0,0.0,,0.0,,29.0,,75.0,97.0,0.0,0.0,,0.0,0.0,,0.0,82.0,83.0,93.0,,,74.0,,,0.0,100.0,79.0,,,0.0,0.0,,16.0,59.0,,81.0,,,71.0,,87.0,93.0,92.0,,,,44.0,,90.0,,,50.0,67.0,99.0
273,Jinichiro Kozuma,Kozuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
274,Kelly Kraft,Kraft,,,,,,,,,,,,,,,,,,,,,,,,0.0,,82.0,32.0,,,,0.0,0.0,,,28.0,,,0.0,60.0,0.0,0.0,,,,,,0.0,0.0,66.0,,,0.0,0.0,0.0,,,
275,Matt Kuchar,Kuchar,57.0,0.0,,,85.0,72.0,97.0,,68.0,,,0.0,47.0,,,43.0,58.0,,0.0,,76.0,16.0,,,0.0,,,50.0,34.0,31.0,,,0.0,45.0,,,0.0,,,65.0,,0.0,,37.0,,0.0,,,91.0,0.0,84.0,,,88.0,121.0,0.0,57.0
276,Peter Kuest,Kuest,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Rob Labritz,Labritz,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,0.0,
278,Anirban Lahiri,Lahiri,,0.0,53.0,0.0,,0.0,,61.0,,,0.0,,,,,,,,,0.0,,,,52.0,,93.0,45.0,,,,85.0,,,,,,56.0,0.0,0.0,,,,67.0,,0.0,0.0,0.0,,96.0,,0.0,,,0.0,205.0,,0.0
279,Martin Laird,Laird,,,0.0,62.0,57.0,,63.0,94.0,,,,,,,,,,,,,,,,0.0,,14.0,59.0,100.0,,,,0.0,,0.0,,57.0,,35.0,0.0,0.0,,0.0,,,63.0,55.0,,,78.0,56.0,,0.0,,60.0,23.0,83.0,
280,Andrew Landry,Landry,,0.0,99.0,,65.0,0.0,67.0,,,,,28.0,57.0,,,0.0,0.0,,0.0,47.0,6.0,3.0,,,,,,61.0,22.0,36.0,,0.0,0.0,95.0,,8.0,0.0,11.0,,,0.0,76.0,,,,0.0,0.0,,0.0,,73.0,0.0,,0.0,177.0,,48.0
281,Romain Langasque,Langasque,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Bernhard Langer,Langer,,,,,,,,,,,,0.0,24.0,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,0.0,,,,,,,
283,Pablo Larrazabal,Larrazabal,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Nate Lashley,Lashley,41.0,62.0,0.0,,97.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,54.0,1.0,0.0,,,0.0,,96.0,0.0,23.0,,,,46.0,0.0,45.0,48.0,,0.0,0.0,,85.0,96.0,52.0,,,,54.0,72.0,77.0,0.0,,,,0.0,0.0,165.0,,71.0
285,Hank Lebioda,Lebioda,,0.0,88.0,0.0,,0.0,,0.0,,0.0,0.0,,,41.0,0.0,0.0,,63.0,,47.0,,,,0.0,,73.0,35.0,,,,78.0,,,0.0,48.0,,0.0,14.0,0.0,,73.0,,,,,,0.0,0.0,0.0,,,90.0,66.0,88.0,,,
286,Nelson Ledesma,Ledesma,,0.0,0.0,0.0,,0.0,,61.0,,,,,,,0.0,,,0.0,,0.0,,,,70.0,,0.0,,,,,0.0,,,,,,64.0,6.0,0.0,,0.0,,86.0,,,,,0.0,,,,0.0,,67.0,,,
287,Kyoung-Hoon Lee,Lee,,0.0,84.0,0.0,0.0,,88.0,86.0,,72.0,41.0,0.0,0.0,0.0,37.0,49.0,,4.0,,0.0,60.0,,,0.0,,0.0,32.0,0.0,34.0,,10.0,0.0,,0.0,18.0,,85.0,56.0,0.0,98.0,,45.0,,,0.0,71.0,0.0,,82.0,,58.0,78.0,60.0,99.0,,,
288,Tae Hee Lee,Lee,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Danny Lee,Lee,,,0.0,0.0,78.0,,0.0,,,65.0,94.0,0.0,8.0,0.0,,0.0,0.0,63.0,11.0,0.0,76.0,54.0,,,0.0,,,0.0,74.0,8.0,,0.0,,,,,0.0,0.0,57.0,0.0,,55.0,,,57.0,0.0,,,0.0,,0.0,84.0,,0.0,167.0,,65.0
290,Jaekyeong Lee,Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Tain Lee,Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,56.0,,,,,,,,
292,Tom Lehman,Lehman,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
293,Marc Leishman,Leishman,,79.0,,99.0,,,63.0,,38.0,,99.0,0.0,,16.0,,0.0,47.0,,0.0,,0.0,1.0,10.0,,0.0,,,,34.0,10.0,,,80.0,,0.0,39.0,96.0,,85.0,,,71.0,,45.0,0.0,0.0,,,,94.0,,,,85.0,85.0,0.0,
294,Spencer Levin,Levin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Tom Lewis,Lewis,,,,,,,,0.0,,65.0,,0.0,,,84.0,,,54.0,0.0,35.0,0.0,,,,0.0,,0.0,36.0,,,0.0,0.0,,,,,,,71.0,0.0,91.0,,0.0,,,0.0,72.0,55.0,61.0,,79.0,67.0,0.0,0.0,72.0,53.0,0.0
296,Steve Lewton,Lewton,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Haotong Li,Li,,,,,,,,,,,,,,,,,0.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Frank Lickliter II,Lickliter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
299,KK Limbhasut,Limbhasut,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Yuxin Lin,Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
301,David Lingmerth,Lingmerth,,,,,,0.0,,57.0,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,58.0,,,,,77.0,,,,,,0.0,,,
302,David Lipsky,Lipsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,
303,Luke List,List,,0.0,0.0,74.0,78.0,,72.0,,,0.0,,,0.0,0.0,71.0,0.0,88.0,54.0,37.0,16.0,0.0,,,12.0,,91.0,0.0,0.0,,,24.0,0.0,,0.0,0.0,,0.0,72.0,92.0,75.0,,0.0,,,48.0,0.0,0.0,0.0,86.0,,57.0,0.0,95.0,60.0,191.0,,0.0
304,Zander Lombard,Lombard,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Joe Long,Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
306,Adam Long,Long,32.0,0.0,0.0,,94.0,0.0,0.0,,,79.0,67.0,0.0,0.0,66.0,,24.0,0.0,99.0,37.0,61.0,31.0,20.0,,,80.0,95.0,0.0,,5.0,16.0,,85.0,,55.0,97.0,,,4.0,,0.0,0.0,0.0,,,0.0,84.0,0.0,,0.0,,0.0,0.0,0.0,,122.0,0.0,79.0
307,Michael Lorenzo-Vera,Lorenzo-Vera,,,,,,,,,9.0,,,,,,,,,,47.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Andrew Loupe,Loupe,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Davis Love III,Love III,,,,,,,,,,0.0,6.0,,0.0,0.0,,0.0,,,0.0,35.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,,,,,
310,Tom Lovelady,Lovelady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
311,Jamie Lovemark,Lovemark,,0.0,,74.0,0.0,,,,,79.0,,,,0.0,0.0,0.0,,0.0,,,,,,25.0,,14.0,0.0,0.0,,,0.0,7.0,,0.0,,,52.0,45.0,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,0.0,,,
312,Shane Lowry,Lowry,,,,,,,,,55.0,84.0,,0.0,0.0,13.0,,43.0,0.0,,18.0,71.0,0.0,,,0.0,31.0,,,,65.0,,,85.0,60.0,25.0,,,,,,,,,,31.0,0.0,95.0,72.0,,,74.0,92.0,,57.0,,6.0,96.0,
313,Curtis Luck,Luck,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Joost Luiten,Luiten,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Ryan Lumsden,Lumsden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
316,Sandy Lyle,Lyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,
317,John Lyras,Lyras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
318,Robert MacIntyre,MacIntyre,,,,,,,,,38.0,,,,,,,,,,18.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,14.0,68.0,0.0,,,,84.0,55.0,,,,51.0,67.0,
319,Willie Mack III,Mack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,
320,Will MacKenzie,MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
321,Hunter Mahan,Mahan,,,0.0,0.0,,0.0,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,0.0,14.0,,,6.0,0.0,,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,64.0,0.0,,,
322,Peter Malnati,Malnati,,89.0,0.0,0.0,0.0,92.0,0.0,,,0.0,,,8.0,0.0,0.0,4.0,,0.0,,75.0,,,,0.0,,46.0,98.0,94.0,,,71.0,,,28.0,0.0,,89.0,0.0,92.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,70.0,,86.0,0.0,0.0
323,George Markham,Markham,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Ben Martin,Martin,,66.0,79.0,0.0,,82.0,,86.0,,,,,,,0.0,,,0.0,,25.0,,,,,,31.0,,,,,0.0,,,,,,,23.0,,,0.0,,45.0,,,,,92.0,73.0,,0.0,,92.0,81.0,,,
325,Patrick Martin,Martin,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Hideki Matsuyama,Matsuyama,,89.0,,70.0,85.0,,94.0,,90.0,,20.0,,0.0,,71.0,69.0,0.0,,73.0,,60.0,97.0,47.0,,74.0,,,0.0,74.0,65.0,,99.0,80.0,,,2.0,85.0,,64.0,65.0,,0.0,,78.0,84.0,0.0,,,78.0,99.0,,,,73.0,24.0,83.0,
327,Brandon Matthews,Matthews,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Andrew McCain,McCain,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Justin McCarraher,McCarraher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
330,Scott McCarron,McCarron,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Denny McCarthy,McCarthy,,,67.0,58.0,55.0,,67.0,,,0.0,0.0,3.0,0.0,0.0,,0.0,23.0,54.0,28.0,90.0,31.0,,,0.0,,46.0,92.0,15.0,,,96.0,46.0,,0.0,0.0,,,0.0,53.0,0.0,0.0,0.0,,,77.0,63.0,96.0,,73.0,,89.0,72.0,0.0,,60.0,60.0,0.0
332,Dan McCarthy,McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Tyler McCumber,McCumber,,0.0,58.0,84.0,,78.0,,81.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,,99.0,92.0,0.0,,,0.0,,,0.0,,,0.0,45.0,51.0,,0.0,55.0,,,0.0,84.0,76.0,85.0,,,,,0.0,,169.0,,57.0
334,Graeme McDowell,McDowell,32.0,96.0,,,,0.0,,,4.0,,55.0,0.0,0.0,,,49.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,37.0,0.0,11.0,0.0,,,,,,,,,,0.0,0.0,0.0,96.0,61.0,,0.0,0.0,,,204.0,,0.0
335,William McGirt,McGirt,,,,,,,,,,,,,,,,,9.0,,,,,,,10.0,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,57.0,,,,0.0,0.0,,,,,
336,Rory McIlroy,McIlroy,,,,98.0,,,94.0,,93.0,,94.0,54.0,47.0,85.0,,,58.0,,59.0,,9.0,84.0,80.0,,89.0,,,,74.0,79.0,,,93.0,,,,,,89.0,89.0,,0.0,,90.0,89.0,0.0,,,,0.0,,,99.0,,52.0,67.0,
337,Parker McLachlin,McLachlin,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,46.0,,,,,,,,,
338,Jay McLuen,McLuen,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Maverick McNealy,McNealy,,,75.0,90.0,,96.0,,74.0,,90.0,0.0,54.0,24.0,,90.0,0.0,0.0,,,0.0,14.0,43.0,,0.0,,,76.0,0.0,,,71.0,72.0,,0.0,85.0,,,1.0,0.0,,99.0,0.0,,,57.0,0.0,0.0,,,,96.0,,0.0,,98.0,0.0,79.0
340,George McNeill,McNeill,,,,,,0.0,,67.0,,,,,,,46.0,,,7.0,,,,,,0.0,,46.0,,,,,0.0,,,,,,,,,,,,47.0,,,,,0.0,,,,,,0.0,,,
341,McClure Meissner,Meissner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
342,Kyle Mendoza,Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,
343,John Merrick,Merrick,,,,,,,,0.0,,,,,,,,,,16.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,
344,Troy Merritt,Merritt,,0.0,55.0,,0.0,82.0,0.0,,,,67.0,0.0,8.0,13.0,90.0,69.0,0.0,0.0,0.0,25.0,60.0,,,0.0,7.0,,0.0,36.0,,,43.0,54.0,,0.0,45.0,,59.0,0.0,54.0,0.0,88.0,0.0,,,,0.0,0.0,71.0,73.0,,0.0,94.0,0.0,95.0,156.0,,94.0
345,Dylan Meyer,Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,56.0,,,
346,Shaun Micheel,Micheel,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,0.0,
347,Lukas Michel,Michel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
348,Lukas Michel,Michel,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Phil Mickelson,Mickelson,,,0.0,0.0,,98.0,0.0,,,,0.0,0.0,,66.0,,15.0,28.0,,11.0,,0.0,,,41.0,0.0,,,,,3.0,,0.0,10.0,,,,,0.0,64.0,,0.0,,,,,75.0,81.0,,0.0,74.0,,0.0,55.0,,0.0,99.0,0.0
350,Michael Miller,Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Keith Mitchell,Mitchell,5.0,0.0,,0.0,85.0,78.0,,,,0.0,94.0,6.0,0.0,0.0,,0.0,72.0,0.0,47.0,0.0,14.0,,,,,19.0,0.0,0.0,,,29.0,0.0,,34.0,3.0,,89.0,,0.0,0.0,0.0,,,,63.0,0.0,62.0,,86.0,,,56.0,98.0,81.0,199.0,,0.0
352,Larry Mize,Mize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,
353,Francesco Molinari,Molinari,,,0.0,0.0,,,0.0,,24.0,,,,,,,,,,,,,,,,,,,0.0,,,,79.0,0.0,,,,,90.0,92.0,,62.0,92.0,,,0.0,0.0,,,,41.0,,,0.0,,,,
354,Marcos Montenegro,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
355,Kyongjun Moon,Moon,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Ryan Moore,Moore,,,95.0,,0.0,,72.0,,,,26.0,0.0,0.0,0.0,,,47.0,84.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,82.0,,,,,75.0,0.0,,47.0,,60.0,72.0,64.0,0.0,,,
357,Collin Morikawa,Morikawa,77.0,83.0,,84.0,78.0,,77.0,,38.0,,88.0,100.0,16.0,0.0,,100.0,36.0,,100.0,,0.0,72.0,80.0,,0.0,,,0.0,86.0,36.0,,,28.0,,,82.0,94.0,,,,,61.0,,99.0,,71.0,,,,78.0,94.0,,,,10.0,92.0,86.0
358,Alan Morin,Morin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
359,Jesse Mueller,Mueller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
